step,time_s,vehicle_id,lane_pos_m,speed_mps,leader_of_this_vehicle,gap_to_leader_m,safe_dist_m,action
569,57.000,follower_04,183.186,2.564,follower_03,9.463,8.295,follow
570,57.100,leader,225.398,4.956,,,12.684,leader_state:resuming
570,57.100,follower_01,213.883,4.595,leader,11.515,11.941,brake (too close to leader)
570,57.100,follower_02,203.139,3.917,follower_01,10.744,10.622,follow
570,57.100,follower_03,192.973,3.241,follower_02,10.165,9.407,follow
570,57.100,follower_04,183.444,2.580,follower_03,9.529,8.319,follow
571,57.200,leader,225.896,4.988,,,12.753,leader_state:resuming
571,57.200,follower_01,214.328,4.453,leader,11.568,11.656,brake (too close to leader)
571,57.200,follower_02,203.541,4.027,follower_01,10.787,10.829,brake (too close to follower_01)
571,57.200,follower_03,193.315,3.414,follower_02,10.227,9.710,follow
571,57.200,follower_04,183.716,2.727,follower_03,9.598,8.553,follow
572,57.300,leader,226.393,4.965,,,12.705,leader_state:resuming
572,57.300,follower_01,214.760,4.315,leader,11.633,11.384,follow
572,57.300,follower_02,203.932,3.903,follower_01,10.828,10.595,follow
572,57.300,follower_03,193.660,3.458,follower_02,10.271,9.787,follow
572,57.300,follower_04,183.999,2.827,follower_03,9.661,8.715,follow
573,57.400,leader,226.892,4.992,,,12.762,leader_state:resuming
573,57.400,follower_01,215.217,4.573,leader,11.675,11.896,brake (too close to leader)
573,57.400,follower_02,204.324,3.925,follower_01,10.893,10.636,follow
573,57.400,follower_03,193.997,3.368,follower_02,10.327,9.628,follow
573,57.400,follower_04,184.278,2.794,follower_03,9.719,8.661,follow
574,57.500,leader,227.389,4.971,,,12.718,leader_state:resuming
574,57.500,follower_01,215.660,4.431,leader,11.729,11.613,follow
574,57.500,follower_02,204.731,4.070,follower_01,10.929,10.910,follow
574,57.500,follower_03,194.351,3.542,follower_02,10.380,9.936,follow
574,57.500,follower_04,184.565,2.861,follower_03,9.787,8.771,follow
575,57.600,leader,227.886,4.965,,,12.705,leader_state:resuming
575,57.600,follower_01,216.131,4.712,leader,11.755,12.179,brake (too close to leader)
575,57.600,follower_02,205.139,4.084,follower_01,10.992,10.937,follow
575,57.600,follower_03,194.701,3.491,follower_02,10.439,9.845,follow
575,57.600,follower_04,184.867,3.022,follower_03,9.834,9.037,follow
576,57.700,leader,228.385,4.993,,,12.762,leader_state:resuming
576,57.700,follower_01,216.588,4.566,leader,11.797,11.883,brake (too close to leader)
576,57.700,follower_02,205.560,4.209,follower_01,11.028,11.177,brake (too close to follower_01)
576,57.700,follower_03,195.060,3.600,follower_02,10.500,10.040,follow
576,57.700,follower_04,185.169,3.019,follower_03,9.892,9.031,follow
577,57.800,leader,228.882,4.965,,,12.704,leader_state:resuming
577,57.800,follower_01,217.030,4.425,leader,11.851,11.600,follow
577,57.800,follower_02,205.968,4.079,follower_01,11.062,10.927,follow
577,57.800,follower_03,195.427,3.661,follower_02,10.541,10.151,follow
577,57.800,follower_04,185.468,2.994,follower_03,9.959,8.990,follow
578,57.900,leader,229.378,4.963,,,12.700,leader_state:resuming
578,57.900,follower_01,217.488,4.575,leader,11.890,11.902,brake (too close to leader)
578,57.900,follower_02,206.377,4.091,follower_01,11.111,10.952,follow
578,57.900,follower_03,195.787,3.608,follower_02,10.590,10.054,follow
578,57.900,follower_04,185.776,3.076,follower_03,10.012,9.128,follow
579,58.000,leader,229.876,4.983,,,12.741,leader_state:resuming
579,58.000,follower_01,217.931,4.434,leader,11.945,11.618,follow
579,58.000,follower_02,206.806,4.285,follower_01,11.126,11.324,brake (too close to follower_01)
579,58.000,follower_03,196.156,3.690,follower_02,10.649,10.203,follow
579,58.000,follower_04,186.089,3.132,follower_03,10.068,9.221,follow
580,58.100,leader,230.374,4.976,,,12.726,leader_state:resuming
580,58.100,follower_01,218.403,4.712,leader,11.971,12.180,brake (too close to leader)
580,58.100,follower_02,207.221,4.152,follower_01,11.182,11.067,follow
580,58.100,follower_03,196.542,3.853,follower_02,10.679,10.502,follow
580,58.100,follower_04,186.414,3.247,follower_03,10.128,9.418,follow
581,58.200,leader,230.872,4.986,,,12.748,leader_state:resuming
581,58.200,follower_01,218.859,4.567,leader,12.013,11.884,follow
581,58.200,follower_02,207.655,4.342,follower_01,11.204,11.436,brake (too close to follower_01)
581,58.200,follower_03,196.920,3.780,follower_02,10.735,10.368,follow
581,58.200,follower_04,186.745,3.314,follower_03,10.175,9.534,follow
582,58.300,leader,231.370,4.981,,,12.739,leader_state:resuming
582,58.300,follower_01,219.338,4.790,leader,12.032,12.340,brake (too close to leader)
582,58.300,follower_02,208.076,4.207,follower_01,11.262,11.174,follow
582,58.300,follower_03,197.314,3.946,follower_02,10.761,10.676,follow
582,58.300,follower_04,187.074,3.295,follower_03,10.240,9.501,follow
583,58.400,leader,231.867,4.970,,,12.715,leader_state:resuming
583,58.400,follower_01,219.802,4.642,leader,12.065,12.036,follow
583,58.400,follower_02,208.520,4.439,follower_01,11.283,11.629,brake (too close to follower_01)
583,58.400,follower_03,197.700,3.857,follower_02,10.820,10.510,follow
583,58.400,follower_04,187.417,3.425,follower_03,10.283,9.729,follow
584,58.500,leader,232.365,4.979,,,12.734,leader_state:resuming
584,58.500,follower_01,220.286,4.836,leader,12.079,12.435,brake (too close to leader)
584,58.500,follower_02,208.950,4.302,follower_01,11.336,11.358,brake (too close to follower_01)
584,58.500,follower_03,198.105,4.052,follower_02,10.845,10.875,brake (too close to follower_02)
584,58.500,follower_04,187.756,3.392,follower_03,10.349,9.671,follow
585,58.600,leader,232.865,4.994,,,12.766,leader_state:resuming
585,58.600,follower_01,220.755,4.687,leader,12.110,12.127,brake (too close to leader)
585,58.600,follower_02,209.367,4.169,follower_01,11.388,11.100,follow
585,58.600,follower_03,198.498,3.926,follower_02,10.869,10.639,follow
585,58.600,follower_04,188.106,3.494,follower_03,10.392,9.850,follow
586,58.700,leader,233.363,4.983,,,12.741,leader_state:resuming
586,58.700,follower_01,221.209,4.542,leader,12.154,11.833,follow
586,58.700,follower_02,209.800,4.328,follower_01,11.409,11.410,brake (too close to follower_01)
586,58.700,follower_03,198.881,3.837,follower_02,10.918,10.472,follow
586,58.700,follower_04,188.462,3.568,follower_03,10.419,9.983,follow
587,58.800,leader,233.859,4.955,,,12.684,leader_state:resuming
587,58.800,follower_01,221.686,4.772,leader,12.173,12.302,brake (too close to leader)
587,58.800,follower_02,210.219,4.194,follower_01,11.467,11.149,follow
587,58.800,follower_03,199.287,4.057,follower_02,10.932,10.885,follow
587,58.800,follower_04,188.814,3.520,follower_03,10.473,9.897,follow
588,58.900,leader,234.357,4.987,,,12.750,leader_state:resuming
588,58.900,follower_01,222.149,4.624,leader,12.209,12.000,follow
588,58.900,follower_02,210.662,4.433,follower_01,11.486,11.617,brake (too close to follower_01)
588,58.900,follower_03,199.682,3.947,follower_02,10.981,10.679,follow
588,58.900,follower_04,189.172,3.573,follower_03,10.510,9.992,follow
589,59.000,leader,234.854,4.964,,,12.702,leader_state:resuming
589,59.000,follower_01,222.633,4.846,leader,12.221,12.454,brake (too close to leader)
589,59.000,follower_02,211.092,4.296,follower_01,11.541,11.347,follow
589,59.000,follower_03,200.084,4.020,follower_02,11.008,10.817,follow
589,59.000,follower_04,189.534,3.622,follower_03,10.550,10.080,follow
590,59.100,leader,235.351,4.973,,,12.721,leader_state:resuming
590,59.100,follower_01,223.103,4.696,leader,12.248,12.145,follow
590,59.100,follower_02,211.551,4.585,follower_01,11.552,11.922,brake (too close to follower_01)
590,59.100,follower_03,200.496,4.117,follower_02,11.055,11.001,follow
590,59.100,follower_04,189.895,3.614,follower_03,10.600,10.065,follow
591,59.200,leader,235.849,4.984,,,12.743,leader_state:resuming
591,59.200,follower_01,223.600,4.969,leader,12.250,12.712,brake (too close to leader)
591,59.200,follower_02,211.995,4.443,follower_01,11.605,11.637,brake (too close to follower_01)
591,59.200,follower_03,200.913,4.173,follower_02,11.082,11.108,brake (too close to follower_02)
591,59.200,follower_04,190.264,3.685,follower_03,10.649,10.194,follow
592,59.300,leader,236.345,4.959,,,12.692,leader_state:resuming
592,59.300,follower_01,224.081,4.815,leader,12.264,12.391,brake (too close to leader)
592,59.300,follower_02,212.425,4.306,follower_01,11.656,11.366,follow
592,59.300,follower_03,201.317,4.044,follower_02,11.108,10.861,follow
592,59.300,follower_04,190.636,3.726,follower_03,10.681,10.268,follow
593,59.400,leader,236.841,4.953,,,12.679,leader_state:resuming
593,59.400,follower_01,224.548,4.666,leader,12.293,12.085,follow
593,59.400,follower_02,212.886,4.604,follower_01,11.662,11.959,brake (too close to follower_01)
593,59.400,follower_03,201.733,4.155,follower_02,11.153,11.073,follow
593,59.400,follower_04,191.004,3.680,follower_03,10.728,10.185,follow
594,59.500,leader,237.337,4.963,,,12.700,leader_state:resuming
594,59.500,follower_01,225.029,4.818,leader,12.308,12.396,brake (too close to leader)
594,59.500,follower_02,213.332,4.462,follower_01,11.697,11.673,follow
594,59.500,follower_03,202.166,4.335,follower_02,11.166,11.422,brake (too close to follower_02)
594,59.500,follower_04,191.381,3.767,follower_03,10.785,10.344,follow
595,59.600,leader,237.834,4.966,,,12.706,leader_state:resuming
595,59.600,follower_01,225.496,4.668,leader,12.337,12.090,follow
595,59.600,follower_02,213.807,4.746,follower_01,11.690,12.249,brake (too close to follower_01)
595,59.600,follower_03,202.586,4.200,follower_02,11.220,11.161,follow
595,59.600,follower_04,191.771,3.896,follower_03,10.816,10.582,follow
596,59.700,leader,238.330,4.965,,,12.704,leader_state:resuming
596,59.700,follower_01,225.982,4.857,leader,12.348,12.478,brake (too close to leader)
596,59.700,follower_02,214.267,4.599,follower_01,11.715,11.950,brake (too close to follower_01)
596,59.700,follower_03,203.018,4.319,follower_02,11.248,11.392,brake (too close to follower_02)
596,59.700,follower_04,192.162,3.917,follower_03,10.856,10.622,follow
597,59.800,leader,238.825,4.952,,,12.676,leader_state:resuming
597,59.800,follower_01,226.453,4.707,leader,12.373,12.168,follow
597,59.800,follower_02,214.712,4.457,follower_01,11.740,11.664,follow
597,59.800,follower_03,203.437,4.186,follower_02,11.275,11.132,follow
597,59.800,follower_04,192.561,3.985,follower_03,10.876,10.750,follow
598,59.900,leader,239.324,4.983,,,12.742,leader_state:resuming
598,59.900,follower_01,226.950,4.970,leader,12.374,12.715,brake (too close to leader)
598,59.900,follower_02,215.171,4.591,follower_01,11.778,11.932,brake (too close to follower_01)
598,59.900,follower_03,203.868,4.312,follower_02,11.303,11.377,brake (too close to follower_02)
598,59.900,follower_04,192.952,3.912,follower_03,10.916,10.613,follow
599,60.000,leader,239.822,4.987,,,12.750,leader_state:resuming
599,60.000,follower_01,227.431,4.816,leader,12.391,12.394,brake (too close to leader)
599,60.000,follower_02,215.616,4.448,follower_01,11.815,11.647,follow
599,60.000,follower_03,204.286,4.178,follower_02,11.330,11.118,follow
599,60.000,follower_04,193.350,3.979,follower_03,10.936,10.739,follow
600,60.100,leader,240.320,4.981,,,12.738,leader_state:resuming
600,60.100,follower_01,227.898,4.667,leader,12.422,12.087,follow
600,60.100,follower_02,216.091,4.747,follower_01,11.807,12.251,brake (too close to follower_01)
600,60.100,follower_03,204.716,4.300,follower_02,11.375,11.354,follow
600,60.100,follower_04,193.746,3.954,follower_03,10.970,10.692,follow
601,60.200,leader,240.819,4.990,,,12.757,leader_state:resuming
601,60.200,follower_01,228.384,4.859,leader,12.436,12.482,brake (too close to leader)
601,60.200,follower_02,216.551,4.600,follower_01,11.833,11.951,brake (too close to follower_01)
601,60.200,follower_03,205.166,4.501,follower_02,11.385,11.752,brake (too close to follower_02)
601,60.200,follower_04,194.154,4.082,follower_03,11.012,10.933,follow
602,60.300,leader,241.316,4.963,,,12.699,leader_state:resuming
602,60.300,follower_01,228.855,4.708,leader,12.461,12.172,follow
602,60.300,follower_02,216.997,4.458,follower_01,11.858,11.666,follow
602,60.300,follower_03,205.602,4.362,follower_02,11.395,11.476,brake (too close to follower_02)
602,60.300,follower_04,194.573,4.198,follower_03,11.029,11.156,brake (too close to follower_03)
603,60.400,leader,241.811,4.956,,,12.686,leader_state:resuming
603,60.400,follower_01,229.341,4.863,leader,12.470,12.490,brake (too close to leader)
603,60.400,follower_02,217.469,4.722,follower_01,11.872,12.199,brake (too close to follower_01)
603,60.400,follower_03,206.025,4.227,follower_02,11.444,11.212,follow
603,60.400,follower_04,194.980,4.068,follower_03,11.044,10.907,follow
604,60.500,leader,242.309,4.980,,,12.735,leader_state:resuming
604,60.500,follower_01,229.812,4.712,leader,12.497,12.179,follow
604,60.500,follower_02,217.926,4.576,follower_01,11.886,11.902,brake (too close to follower_01)
604,60.500,follower_03,206.468,4.430,follower_02,11.459,11.611,brake (too close to follower_02)
604,60.500,follower_04,195.389,4.087,follower_03,11.079,10.942,follow
605,60.600,leader,242.807,4.979,,,12.734,leader_state:resuming
605,60.600,follower_01,230.300,4.880,leader,12.507,12.525,brake (too close to leader)
605,60.600,follower_02,218.370,4.434,follower_01,11.930,11.619,follow
605,60.600,follower_03,206.897,4.293,follower_02,11.473,11.341,follow
605,60.600,follower_04,195.800,4.106,follower_03,11.098,10.979,follow
606,60.700,leader,243.302,4.953,,,12.679,leader_state:resuming
606,60.700,follower_01,230.773,4.729,leader,12.530,12.213,follow
606,60.700,follower_02,218.842,4.720,follower_01,11.931,12.195,brake (too close to follower_01)
606,60.700,follower_03,207.339,4.415,follower_02,11.503,11.582,brake (too close to follower_02)
606,60.700,follower_04,196.211,4.112,follower_03,11.128,10.991,follow
607,60.800,leader,243.799,4.962,,,12.697,leader_state:resuming
607,60.800,follower_01,231.267,4.936,leader,12.532,12.643,brake (too close to leader)
607,60.800,follower_02,219.299,4.574,follower_01,11.967,11.898,follow
607,60.800,follower_03,207.766,4.279,follower_02,11.533,11.313,follow
607,60.800,follower_04,196.633,4.224,follower_03,11.133,11.207,brake (too close to follower_03)
608,60.900,leader,244.296,4.976,,,12.727,leader_state:resuming
608,60.900,follower_01,231.745,4.783,leader,12.551,12.325,follow
608,60.900,follower_02,219.777,4.777,follower_01,11.968,12.312,brake (too close to follower_01)
608,60.900,follower_03,208.214,4.474,follower_02,11.563,11.697,brake (too close to follower_02)
608,60.900,follower_04,197.043,4.094,follower_03,11.171,10.956,follow
609,61.000,leader,244.792,4.957,,,12.688,leader_state:resuming
609,61.000,follower_01,232.247,5.024,leader,12.545,12.829,brake (too close to leader)
609,61.000,follower_02,220.240,4.629,follower_01,12.007,12.010,brake (too close to follower_01)
609,61.000,follower_03,208.647,4.335,follower_02,11.592,11.423,follow
609,61.000,follower_04,197.464,4.213,follower_03,11.183,11.185,brake (too close to follower_03)
610,61.100,leader,245.290,4.981,,,12.737,leader_state:resuming
610,61.100,follower_01,232.734,4.869,leader,12.556,12.502,follow
610,61.100,follower_02,220.688,4.486,follower_01,12.046,11.721,follow
610,61.100,follower_03,209.105,4.572,follower_02,11.584,11.894,brake (too close to follower_02)
610,61.100,follower_04,197.872,4.083,follower_03,11.232,10.935,follow
611,61.200,leader,245.788,4.977,,,12.730,leader_state:resuming
611,61.200,follower_01,233.242,5.075,leader,12.546,12.938,brake (too close to leader)
611,61.200,follower_02,221.158,4.692,follower_01,12.084,12.138,brake (too close to follower_01)
611,61.200,follower_03,209.548,4.430,follower_02,11.610,11.611,brake (too close to follower_02)
611,61.200,follower_04,198.304,4.323,follower_03,11.243,11.399,brake (too close to follower_03)
612,61.300,leader,246.283,4.952,,,12.677,leader_state:resuming
612,61.300,follower_01,233.733,4.918,leader,12.550,12.606,brake (too close to leader)
612,61.300,follower_02,221.612,4.547,follower_01,12.121,11.844,follow
612,61.300,follower_03,209.977,4.293,follower_02,11.635,11.341,follow
612,61.300,follower_04,198.723,4.189,follower_03,11.254,11.139,follow
613,61.400,leader,246.780,4.966,,,12.706,leader_state:resuming
613,61.400,follower_01,234.210,4.766,leader,12.569,12.290,follow
613,61.400,follower_02,222.094,4.816,follower_01,12.116,12.393,brake (too close to follower_01)
613,61.400,follower_03,210.422,4.451,follower_02,11.672,11.652,follow
613,61.400,follower_04,199.140,4.166,follower_03,11.282,11.094,follow
614,61.500,leader,247.277,4.971,,,12.717,leader_state:resuming
614,61.500,follower_01,234.708,4.981,leader,12.569,12.738,brake (too close to leader)
614,61.500,follower_02,222.561,4.667,follower_01,12.148,12.087,follow
614,61.500,follower_03,210.881,4.588,follower_02,11.680,11.927,brake (too close to follower_02)
614,61.500,follower_04,199.570,4.299,follower_03,11.311,11.352,brake (too close to follower_03)
615,61.600,leader,247.773,4.961,,,12.696,leader_state:resuming
615,61.600,follower_01,235.191,4.827,leader,12.582,12.415,follow
615,61.600,follower_02,223.044,4.835,follower_01,12.147,12.432,brake (too close to follower_01)
615,61.600,follower_03,211.325,4.446,follower_02,11.719,11.642,follow
615,61.600,follower_04,199.986,4.166,follower_03,11.339,11.094,follow
616,61.700,leader,248.272,4.993,,,12.763,leader_state:resuming
616,61.700,follower_01,235.690,4.987,leader,12.583,12.751,brake (too close to leader)
616,61.700,follower_02,223.513,4.685,follower_01,12.177,12.124,follow
616,61.700,follower_03,211.793,4.674,follower_02,11.720,12.102,brake (too close to follower_02)
616,61.700,follower_04,200.410,4.234,follower_03,11.383,11.226,follow
617,61.800,leader,248.771,4.991,,,12.758,leader_state:resuming
617,61.800,follower_01,236.173,4.833,leader,12.598,12.428,follow
617,61.800,follower_02,224.008,4.957,follower_01,12.165,12.687,brake (too close to follower_01)
617,61.800,follower_03,212.246,4.530,follower_02,11.763,11.809,brake (too close to follower_02)
617,61.800,follower_04,200.847,4.372,follower_03,11.399,11.496,brake (too close to follower_03)
