step,time_s,vehicle_id,lane_pos_m,speed_mps,leader_of_this_vehicle,gap_to_leader_m,safe_dist_m,action
488,48.900,follower_01,199.198,0.048,leader,7.045,5.049,follow
488,48.900,follower_02,191.917,0.299,follower_01,7.282,5.309,follow
488,48.900,follower_03,183.986,0.924,follower_02,7.931,6.019,follow
488,48.900,follower_04,175.066,1.846,follower_03,8.920,7.224,follow
489,49.000,leader,206.244,0.000,,,5.000,leader_state:stopped
489,49.000,follower_01,199.203,0.043,leader,7.041,5.043,follow
489,49.000,follower_02,191.944,0.268,follower_01,7.259,5.276,follow
489,49.000,follower_03,184.074,0.882,follower_02,7.870,5.968,follow
489,49.000,follower_04,175.242,1.756,follower_03,8.832,7.099,follow
490,49.100,leader,206.244,0.000,,,5.000,leader_state:stopped
490,49.100,follower_01,199.207,0.039,leader,7.037,5.039,follow
490,49.100,follower_02,191.968,0.249,follower_01,7.238,5.256,follow
490,49.100,follower_03,184.156,0.815,follower_02,7.813,5.889,follow
490,49.100,follower_04,175.405,1.631,follower_03,8.751,6.927,follow
491,49.200,leader,206.244,0.000,,,5.000,leader_state:stopped
491,49.200,follower_01,199.210,0.036,leader,7.033,5.036,follow
491,49.200,follower_02,191.992,0.234,follower_01,7.218,5.240,follow
491,49.200,follower_03,184.231,0.753,follower_02,7.761,5.816,follow
491,49.200,follower_04,175.562,1.566,follower_03,8.669,6.839,follow
492,49.300,leader,206.244,0.000,,,5.000,leader_state:stopped
492,49.300,follower_01,199.213,0.032,leader,7.030,5.032,follow
492,49.300,follower_02,192.013,0.213,follower_01,7.200,5.218,follow
492,49.300,follower_03,184.303,0.724,follower_02,7.710,5.782,follow
492,49.300,follower_04,175.713,1.518,follower_03,8.590,6.775,follow
493,49.400,leader,206.244,0.000,,,5.000,leader_state:stopped
493,49.400,follower_01,199.216,0.028,leader,7.027,5.028,follow
493,49.400,follower_02,192.032,0.190,follower_01,7.184,5.194,follow
493,49.400,follower_03,184.372,0.683,follower_02,7.661,5.734,follow
493,49.400,follower_04,175.855,1.416,follower_03,8.516,6.639,follow
494,49.500,leader,206.244,0.000,,,5.000,leader_state:stopped
494,49.500,follower_01,199.219,0.025,leader,7.025,5.025,follow
494,49.500,follower_02,192.050,0.175,follower_01,7.169,5.178,follow
494,49.500,follower_03,184.437,0.652,follower_02,7.613,5.700,follow
494,49.500,follower_04,175.994,1.389,follower_03,8.443,6.603,follow
495,49.600,leader,206.244,0.000,,,5.000,leader_state:stopped
495,49.600,follower_01,199.221,0.024,leader,7.023,5.024,follow
495,49.600,follower_02,192.066,0.160,follower_01,7.155,5.163,follow
495,49.600,follower_03,184.496,0.595,follower_02,7.569,5.635,follow
495,49.600,follower_04,176.129,1.355,follower_03,8.367,6.559,follow
496,49.700,leader,206.244,0.000,,,5.000,leader_state:stopped
496,49.700,follower_01,199.223,0.021,leader,7.020,5.021,follow
496,49.700,follower_02,192.081,0.154,follower_01,7.142,5.157,follow
496,49.700,follower_03,184.551,0.549,follower_02,7.530,5.582,follow
496,49.700,follower_04,176.256,1.261,follower_03,8.296,6.438,follow
497,49.800,leader,206.244,0.000,,,5.000,leader_state:stopped
497,49.800,follower_01,199.225,0.019,leader,7.019,5.019,follow
497,49.800,follower_02,192.095,0.136,follower_01,7.130,5.138,follow
497,49.800,follower_03,184.604,0.528,follower_02,7.491,5.559,follow
497,49.800,follower_04,176.373,1.178,follower_03,8.231,6.332,follow
498,49.900,leader,206.244,0.000,,,5.000,leader_state:stopped
498,49.900,follower_01,199.227,0.017,leader,7.017,5.017,follow
498,49.900,follower_02,192.107,0.125,follower_01,7.120,5.127,follow
498,49.900,follower_03,184.652,0.475,follower_02,7.456,5.500,follow
498,49.900,follower_04,176.488,1.143,follower_03,8.164,6.288,follow
499,50.000,leader,206.244,0.000,,,5.000,leader_state:stopped
499,50.000,follower_01,199.228,0.015,leader,7.015,5.015,follow
499,50.000,follower_02,192.119,0.115,follower_01,7.110,5.116,follow
499,50.000,follower_03,184.696,0.443,follower_02,7.423,5.465,follow
499,50.000,follower_04,176.595,1.072,follower_03,8.101,6.200,follow
500,50.100,leader,206.244,0.000,,,5.000,leader_state:stopped
500,50.100,follower_01,199.230,0.014,leader,7.014,5.014,follow
500,50.100,follower_02,192.129,0.107,follower_01,7.100,5.108,follow
500,50.100,follower_03,184.737,0.412,follower_02,7.392,5.430,follow
500,50.100,follower_04,176.697,1.018,follower_03,8.040,6.133,follow
501,50.200,leader,206.244,0.000,,,5.000,leader_state:stopped
501,50.200,follower_01,199.231,0.013,leader,7.013,5.013,follow
501,50.200,follower_02,192.139,0.095,follower_01,7.092,5.096,follow
501,50.200,follower_03,184.774,0.372,follower_02,7.365,5.387,follow
501,50.200,follower_04,176.793,0.963,follower_03,7.981,6.066,follow
502,50.300,leader,206.244,0.000,,,5.000,leader_state:stopped
502,50.300,follower_01,199.232,0.011,leader,7.012,5.011,follow
502,50.300,follower_02,192.148,0.087,follower_01,7.085,5.088,follow
502,50.300,follower_03,184.810,0.358,follower_02,7.337,5.372,follow
502,50.300,follower_04,176.885,0.924,follower_03,7.925,6.018,follow
503,50.400,leader,206.244,0.000,,,5.000,leader_state:stopped
503,50.400,follower_01,199.233,0.010,leader,7.011,5.010,follow
503,50.400,follower_02,192.155,0.080,follower_01,7.078,5.080,follow
503,50.400,follower_03,184.842,0.321,follower_02,7.313,5.332,follow
503,50.400,follower_04,176.971,0.857,follower_03,7.871,5.939,follow
504,50.500,leader,206.244,0.000,,,5.000,leader_state:stopped
504,50.500,follower_01,199.234,0.009,leader,7.010,5.009,follow
504,50.500,follower_02,192.163,0.076,follower_01,7.071,5.076,follow
504,50.500,follower_03,184.873,0.312,follower_02,7.290,5.323,follow
504,50.500,follower_04,177.055,0.844,follower_03,7.818,5.924,follow
505,50.600,leader,206.244,0.000,,,5.000,leader_state:resuming
505,50.600,follower_01,199.235,0.009,leader,7.009,5.009,follow
505,50.600,follower_02,192.170,0.068,follower_01,7.065,5.069,follow
505,50.600,follower_03,184.902,0.287,follower_02,7.268,5.296,follow
505,50.600,follower_04,177.134,0.790,follower_03,7.767,5.859,follow
506,50.700,leader,206.254,0.100,,,5.101,leader_state:resuming
506,50.700,follower_01,199.236,0.007,leader,7.018,5.007,follow
506,50.700,follower_02,192.176,0.063,follower_01,7.059,5.064,follow
506,50.700,follower_03,184.928,0.261,follower_02,7.248,5.268,follow
506,50.700,follower_04,177.207,0.720,follower_03,7.721,5.778,follow
507,50.800,leader,206.274,0.200,,,5.204,leader_state:resuming
507,50.800,follower_01,199.237,0.017,leader,7.036,5.017,follow
507,50.800,follower_02,192.182,0.056,follower_01,7.055,5.056,follow
507,50.800,follower_03,184.953,0.246,follower_02,7.229,5.253,follow
507,50.800,follower_04,177.275,0.682,follower_03,7.678,5.734,follow
508,50.900,leader,206.304,0.300,,,5.310,leader_state:resuming
508,50.900,follower_01,199.241,0.035,leader,7.063,5.035,follow
508,50.900,follower_02,192.187,0.053,follower_01,7.054,5.054,follow
508,50.900,follower_03,184.975,0.220,follower_02,7.212,5.226,follow
508,50.900,follower_04,177.341,0.666,follower_03,7.633,5.716,follow
509,51.000,leader,206.344,0.400,,,5.418,leader_state:resuming
509,51.000,follower_01,199.247,0.059,leader,7.097,5.060,follow
509,51.000,follower_02,192.192,0.050,follower_01,7.055,5.050,follow
509,51.000,follower_03,184.996,0.211,follower_02,7.196,5.216,follow
509,51.000,follower_04,177.403,0.619,follower_03,7.592,5.662,follow
510,51.100,leader,206.394,0.500,,,5.528,leader_state:resuming
510,51.100,follower_01,199.256,0.094,leader,7.137,5.095,follow
510,51.100,follower_02,192.197,0.052,follower_01,7.059,5.052,follow
510,51.100,follower_03,185.015,0.194,follower_02,7.182,5.198,follow
510,51.100,follower_04,177.460,0.572,follower_03,7.555,5.608,follow
511,51.200,leader,206.454,0.600,,,5.640,leader_state:resuming
511,51.200,follower_01,199.269,0.130,leader,7.184,5.132,follow
511,51.200,follower_02,192.203,0.057,follower_01,7.066,5.058,follow
511,51.200,follower_03,185.033,0.175,follower_02,7.170,5.178,follow
511,51.200,follower_04,177.515,0.541,follower_03,7.518,5.573,follow
512,51.300,leader,206.524,0.700,,,5.754,leader_state:resuming
512,51.300,follower_01,199.287,0.175,leader,7.237,5.179,follow
512,51.300,follower_02,192.210,0.064,follower_01,7.077,5.065,follow
512,51.300,follower_03,185.049,0.165,follower_02,7.160,5.168,follow
512,51.300,follower_04,177.565,0.507,follower_03,7.484,5.535,follow
513,51.400,leader,206.604,0.800,,,5.871,leader_state:resuming
513,51.400,follower_01,199.311,0.241,leader,7.293,5.247,follow
513,51.400,follower_02,192.217,0.074,follower_01,7.094,5.074,follow
513,51.400,follower_03,185.065,0.159,follower_02,7.152,5.162,follow
513,51.400,follower_04,177.612,0.466,follower_03,7.453,5.490,follow
514,51.500,leader,206.694,0.900,,,5.990,leader_state:resuming
514,51.500,follower_01,199.341,0.297,leader,7.353,5.307,follow
514,51.500,follower_02,192.226,0.089,follower_01,7.115,5.090,follow
514,51.500,follower_03,185.080,0.145,follower_02,7.146,5.148,follow
514,51.500,follower_04,177.657,0.450,follower_03,7.423,5.473,follow
515,51.600,leader,206.794,1.000,,,6.111,leader_state:resuming
515,51.600,follower_01,199.377,0.364,leader,7.417,5.379,follow
515,51.600,follower_02,192.237,0.109,follower_01,7.140,5.110,follow
515,51.600,follower_03,185.094,0.142,follower_02,7.143,5.144,follow
515,51.600,follower_04,177.699,0.420,follower_03,7.395,5.439,follow
516,51.700,leader,206.904,1.100,,,6.234,leader_state:resuming
516,51.700,follower_01,199.422,0.455,leader,7.481,5.478,follow
516,51.700,follower_02,192.250,0.134,follower_01,7.172,5.136,follow
516,51.700,follower_03,185.108,0.142,follower_02,7.142,5.144,follow
516,51.700,follower_04,177.737,0.383,follower_03,7.371,5.399,follow
517,51.800,leader,207.024,1.200,,,6.360,leader_state:resuming
517,51.800,follower_01,199.474,0.512,leader,7.550,5.541,follow
517,51.800,follower_02,192.267,0.168,follower_01,7.207,5.171,follow
517,51.800,follower_03,185.122,0.138,follower_02,7.145,5.140,follow
517,51.800,follower_04,177.773,0.354,follower_03,7.349,5.368,follow
518,51.900,leader,207.154,1.300,,,6.488,leader_state:resuming
518,51.900,follower_01,199.533,0.594,leader,7.621,5.633,follow
518,51.900,follower_02,192.287,0.204,follower_01,7.246,5.208,follow
518,51.900,follower_03,185.136,0.141,follower_02,7.151,5.144,follow
518,51.900,follower_04,177.806,0.339,follower_03,7.329,5.352,follow
519,52.000,leader,207.294,1.400,,,6.618,leader_state:resuming
519,52.000,follower_01,199.602,0.688,leader,7.692,5.741,follow
519,52.000,follower_02,192.311,0.240,follower_01,7.291,5.247,follow
519,52.000,follower_03,185.150,0.146,follower_02,7.161,5.148,follow
519,52.000,follower_04,177.838,0.313,follower_03,7.313,5.323,follow
520,52.100,leader,207.444,1.500,,,6.750,leader_state:resuming
520,52.100,follower_01,199.677,0.749,leader,7.767,5.811,follow
520,52.100,follower_02,192.341,0.293,follower_01,7.336,5.303,follow
520,52.100,follower_03,185.166,0.152,follower_02,7.175,5.155,follow
520,52.100,follower_04,177.868,0.299,follower_03,7.298,5.309,follow
521,52.200,leader,207.604,1.600,,,6.884,leader_state:resuming
521,52.200,follower_01,199.759,0.823,leader,7.845,5.898,follow
521,52.200,follower_02,192.375,0.345,follower_01,7.384,5.358,follow
521,52.200,follower_03,185.182,0.167,follower_02,7.193,5.170,follow
521,52.200,follower_04,177.896,0.288,follower_03,7.286,5.297,follow
522,52.300,leader,207.774,1.700,,,7.021,leader_state:resuming
522,52.300,follower_01,199.851,0.918,leader,7.923,6.012,follow
522,52.300,follower_02,192.415,0.402,follower_01,7.435,5.420,follow
522,52.300,follower_03,185.201,0.188,follower_02,7.214,5.192,follow
522,52.300,follower_04,177.924,0.278,follower_03,7.277,5.287,follow
523,52.400,leader,207.954,1.800,,,7.160,leader_state:resuming
523,52.400,follower_01,199.950,0.988,leader,8.004,6.097,follow
523,52.400,follower_02,192.461,0.454,follower_01,7.489,5.477,follow
523,52.400,follower_03,185.222,0.209,follower_02,7.239,5.214,follow
523,52.400,follower_04,177.952,0.274,follower_03,7.270,5.283,follow
524,52.500,leader,208.144,1.900,,,7.301,leader_state:resuming
524,52.500,follower_01,200.062,1.123,leader,8.082,6.263,follow
524,52.500,follower_02,192.512,0.513,follower_01,7.550,5.542,follow
524,52.500,follower_03,185.245,0.232,follower_02,7.267,5.238,follow
524,52.500,follower_04,177.978,0.265,follower_03,7.267,5.272,follow
525,52.600,leader,208.344,2.000,,,7.444,leader_state:resuming
525,52.600,follower_01,200.184,1.223,leader,8.159,6.389,follow
525,52.600,follower_02,192.570,0.578,follower_01,7.614,5.615,follow
525,52.600,follower_03,185.271,0.262,follower_02,7.298,5.270,follow
525,52.600,follower_04,178.005,0.266,follower_03,7.267,5.274,follow
526,52.700,leader,208.554,2.100,,,7.590,leader_state:resuming
526,52.700,follower_01,200.314,1.300,leader,8.239,6.488,follow
526,52.700,follower_02,192.634,0.647,follower_01,7.680,5.693,follow
526,52.700,follower_03,185.301,0.292,follower_02,7.334,5.301,follow
526,52.700,follower_04,178.031,0.265,follower_03,7.269,5.272,follow
527,52.800,leader,208.771,2.170,,,7.694,leader_state:resuming
527,52.800,follower_01,200.450,1.353,leader,8.321,6.557,follow
527,52.800,follower_02,192.705,0.710,follower_01,7.744,5.766,follow
527,52.800,follower_03,185.334,0.331,follower_02,7.372,5.343,follow
527,52.800,follower_04,178.057,0.261,follower_03,7.276,5.269,follow
528,52.900,leader,208.993,2.225,,,7.775,leader_state:resuming
528,52.900,follower_01,200.593,1.439,leader,8.400,6.669,follow
528,52.900,follower_02,192.783,0.779,follower_01,7.810,5.846,follow
528,52.900,follower_03,185.371,0.378,follower_02,7.412,5.394,follow
528,52.900,follower_04,178.084,0.265,follower_03,7.288,5.273,follow
529,53.000,leader,209.225,2.317,,,7.914,leader_state:resuming
529,53.000,follower_01,200.743,1.498,leader,8.482,6.748,follow
529,53.000,follower_02,192.868,0.849,follower_01,7.875,5.929,follow
529,53.000,follower_03,185.413,0.416,follower_02,7.455,5.436,follow
529,53.000,follower_04,178.112,0.284,follower_03,7.301,5.293,follow
530,53.100,leader,209.465,2.400,,,8.040,leader_state:resuming
530,53.100,follower_01,200.902,1.588,leader,8.563,6.868,follow
530,53.100,follower_02,192.960,0.920,follower_01,7.942,6.014,follow
530,53.100,follower_03,185.459,0.461,follower_02,7.501,5.485,follow
530,53.100,follower_04,178.141,0.291,follower_03,7.318,5.301,follow
531,53.200,leader,209.714,2.495,,,8.186,leader_state:resuming
531,53.200,follower_01,201.075,1.729,leader,8.639,7.062,follow
531,53.200,follower_02,193.063,1.025,follower_01,8.012,6.142,follow
531,53.200,follower_03,185.512,0.526,follower_02,7.551,5.556,follow
531,53.200,follower_04,178.172,0.307,follower_03,7.340,5.317,follow
532,53.300,leader,209.972,2.579,,,8.318,leader_state:resuming
532,53.300,follower_01,201.255,1.801,leader,8.717,7.161,follow
532,53.300,follower_02,193.175,1.121,follower_01,8.080,6.260,follow
532,53.300,follower_03,185.569,0.573,follower_02,7.606,5.609,follow
532,53.300,follower_04,178.206,0.337,follower_03,7.363,5.350,follow
533,53.400,leader,210.240,2.678,,,8.475,leader_state:resuming
533,53.400,follower_01,201.440,1.853,leader,8.800,7.234,follow
533,53.400,follower_02,193.289,1.147,follower_01,8.151,6.293,follow
533,53.400,follower_03,185.633,0.637,follower_02,7.657,5.682,follow
533,53.400,follower_04,178.241,0.348,follower_03,7.392,5.361,follow
534,53.500,leader,210.517,2.770,,,8.623,leader_state:resuming
534,53.500,follower_01,201.643,2.021,leader,8.875,7.474,follow
534,53.500,follower_02,193.412,1.223,follower_01,8.231,6.389,follow
534,53.500,follower_03,185.702,0.695,follower_02,7.709,5.749,follow
534,53.500,follower_04,178.278,0.378,follower_03,7.424,5.394,follow
535,53.600,leader,210.804,2.869,,,8.783,leader_state:resuming
535,53.600,follower_01,201.844,2.012,leader,8.960,7.461,follow
535,53.600,follower_02,193.544,1.318,follower_01,8.300,6.510,follow
535,53.600,follower_03,185.776,0.737,follower_02,7.768,5.797,follow
535,53.600,follower_04,178.320,0.417,follower_03,7.456,5.436,follow
536,53.700,leader,211.099,2.949,,,8.916,leader_state:resuming
536,53.700,follower_01,202.059,2.155,leader,9.040,7.672,follow
536,53.700,follower_02,193.685,1.410,follower_01,8.375,6.631,follow
536,53.700,follower_03,185.855,0.794,follower_02,7.829,5.864,follow
536,53.700,follower_04,178.365,0.446,follower_03,7.491,5.469,follow
537,53.800,leader,211.402,3.032,,,9.054,leader_state:resuming
537,53.800,follower_01,202.288,2.286,leader,9.114,7.867,follow
537,53.800,follower_02,193.831,1.465,follower_01,8.457,6.704,follow
537,53.800,follower_03,185.943,0.873,follower_02,7.888,5.958,follow
537,53.800,follower_04,178.414,0.498,follower_03,7.528,5.525,follow
538,53.900,leader,211.714,3.121,,,9.202,leader_state:resuming
538,53.900,follower_01,202.514,2.263,leader,9.200,7.832,follow
538,53.900,follower_02,193.992,1.612,follower_01,8.522,6.901,follow
538,53.900,follower_03,186.038,0.951,follower_02,7.954,6.052,follow
538,53.900,follower_04,178.469,0.546,follower_03,7.569,5.579,follow
539,54.000,leader,212.035,3.206,,,9.347,leader_state:resuming
539,54.000,follower_01,202.750,2.359,leader,9.285,7.977,follow
539,54.000,follower_02,194.157,1.644,follower_01,8.593,6.945,follow
539,54.000,follower_03,186.142,1.040,follower_02,8.015,6.160,follow
539,54.000,follower_04,178.529,0.596,follower_03,7.613,5.635,follow
540,54.100,leader,212.362,3.276,,,9.469,leader_state:resuming
540,54.100,follower_01,202.994,2.438,leader,9.369,8.099,follow
540,54.100,follower_02,194.325,1.682,follower_01,8.669,6.997,follow
540,54.100,follower_03,186.250,1.085,follower_02,8.075,6.216,follow
540,54.100,follower_04,178.593,0.649,follower_03,7.657,5.695,follow
541,54.200,leader,212.695,3.327,,,9.557,leader_state:resuming
541,54.200,follower_01,203.257,2.629,leader,9.438,8.397,follow
541,54.200,follower_02,194.501,1.764,follower_01,8.755,7.110,follow
541,54.200,follower_03,186.365,1.149,follower_02,8.136,6.295,follow
541,54.200,follower_04,178.662,0.684,follower_03,7.703,5.736,follow
542,54.300,leader,213.036,3.412,,,9.705,leader_state:resuming
542,54.300,follower_01,203.522,2.657,leader,9.514,8.441,follow
542,54.300,follower_02,194.698,1.965,follower_01,8.825,7.394,follow
542,54.300,follower_03,186.486,1.208,follower_02,8.212,6.370,follow
542,54.300,follower_04,178.735,0.732,follower_03,7.751,5.792,follow
543,54.400,leader,213.387,3.504,,,9.867,leader_state:resuming
543,54.400,follower_01,203.794,2.711,leader,9.593,8.528,follow
543,54.400,follower_02,194.898,2.005,follower_01,8.895,7.452,follow
543,54.400,follower_03,186.615,1.293,follower_02,8.283,6.479,follow
543,54.400,follower_04,178.811,0.757,follower_03,7.805,5.821,follow
544,54.500,leader,213.745,3.580,,,10.004,leader_state:resuming
544,54.500,follower_01,204.078,2.841,leader,9.667,8.738,follow
544,54.500,follower_02,195.105,2.063,follower_01,8.973,7.536,follow
544,54.500,follower_03,186.751,1.354,follower_02,8.354,6.557,follow
544,54.500,follower_04,178.896,0.850,follower_03,7.855,5.930,follow
545,54.600,leader,214.109,3.646,,,10.124,leader_state:resuming
545,54.600,follower_01,204.372,2.939,leader,9.738,8.899,follow
545,54.600,follower_02,195.315,2.102,follower_01,9.057,7.593,follow
545,54.600,follower_03,186.899,1.478,follower_02,8.416,6.720,follow
545,54.600,follower_04,178.984,0.883,follower_03,7.914,5.970,follow
546,54.700,leader,214.480,3.711,,,10.241,leader_state:resuming
546,54.700,follower_01,204.671,2.994,leader,9.809,8.990,follow
546,54.700,follower_02,195.545,2.296,follower_01,9.126,7.882,follow
546,54.700,follower_03,187.049,1.503,follower_02,8.496,6.754,follow
546,54.700,follower_04,179.082,0.982,follower_03,7.966,6.090,follow
547,54.800,leader,214.857,3.762,,,10.335,leader_state:resuming
547,54.800,follower_01,204.978,3.067,leader,9.879,9.112,follow
547,54.800,follower_02,195.771,2.263,follower_01,9.207,7.832,follow
547,54.800,follower_03,187.211,1.623,follower_02,8.560,6.915,follow
547,54.800,follower_04,179.185,1.027,follower_03,8.026,6.144,follow
548,54.900,leader,215.241,3.844,,,10.485,leader_state:resuming
548,54.900,follower_01,205.286,3.081,leader,9.955,9.135,follow
548,54.900,follower_02,196.016,2.452,follower_01,9.270,8.121,follow
548,54.900,follower_03,187.378,1.674,follower_02,8.638,6.985,follow
548,54.900,follower_04,179.291,1.062,follower_03,8.087,6.188,follow
549,55.000,leader,215.634,3.935,,,10.656,leader_state:resuming
549,55.000,follower_01,205.607,3.217,leader,10.027,9.367,follow
549,55.000,follower_02,196.265,2.490,follower_01,9.342,8.179,follow
549,55.000,follower_03,187.554,1.753,follower_02,8.711,7.094,follow
549,55.000,follower_04,179.409,1.179,follower_03,8.144,6.334,follow
550,55.100,leader,216.034,3.990,,,10.760,leader_state:resuming
550,55.100,follower_01,205.930,3.221,leader,10.104,9.374,follow
550,55.100,follower_02,196.523,2.578,follower_01,9.407,8.317,follow
550,55.100,follower_03,187.740,1.863,follower_02,8.783,7.249,follow
550,55.100,follower_04,179.530,1.213,follower_03,8.210,6.376,follow
551,55.200,leader,216.442,4.089,,,10.947,leader_state:resuming
551,55.200,follower_01,206.267,3.371,leader,10.176,9.634,follow
551,55.200,follower_02,196.779,2.557,follower_01,9.488,8.284,follow
551,55.200,follower_03,187.929,1.893,follower_02,8.849,7.292,follow
551,55.200,follower_04,179.657,1.262,follower_03,8.273,6.439,follow
552,55.300,leader,216.860,4.175,,,11.112,leader_state:resuming
552,55.300,follower_01,206.607,3.404,leader,10.253,9.691,follow
552,55.300,follower_02,197.055,2.765,follower_01,9.552,8.615,follow
552,55.300,follower_03,188.129,2.000,follower_02,8.926,7.445,follow
552,55.300,follower_04,179.790,1.336,follower_03,8.339,6.534,follow
553,55.400,leader,217.287,4.272,,,11.299,leader_state:resuming
553,55.400,follower_01,206.953,3.459,leader,10.334,9.788,follow
553,55.400,follower_02,197.326,2.705,follower_01,9.627,8.518,follow
553,55.400,follower_03,188.340,2.104,follower_02,8.986,7.595,follow
553,55.400,follower_04,179.932,1.416,follower_03,8.408,6.639,follow
554,55.500,leader,217.720,4.330,,,11.413,leader_state:resuming
554,55.500,follower_01,207.313,3.597,leader,10.407,10.034,follow
554,55.500,follower_02,197.607,2.811,follower_01,9.706,8.688,follow
554,55.500,follower_03,188.546,2.067,follower_02,9.060,7.542,follow
554,55.500,follower_04,180.082,1.502,follower_03,8.464,6.753,follow
555,55.600,leader,218.158,4.380,,,11.512,leader_state:resuming
555,55.600,follower_01,207.678,3.651,leader,10.480,10.133,follow
555,55.600,follower_02,197.895,2.885,follower_01,9.783,8.810,follow
555,55.600,follower_03,188.768,2.213,follower_02,9.127,7.757,follow
555,55.600,follower_04,180.237,1.554,follower_03,8.530,6.822,follow
556,55.700,leader,218.605,4.466,,,11.682,leader_state:resuming
556,55.700,follower_01,208.046,3.686,leader,10.558,10.195,follow
556,55.700,follower_02,198.195,3.002,follower_01,9.851,9.003,follow
556,55.700,follower_03,189.001,2.331,follower_02,9.195,7.935,follow
556,55.700,follower_04,180.403,1.655,follower_03,8.598,6.960,follow
557,55.800,leader,219.059,4.539,,,11.828,leader_state:resuming
557,55.800,follower_01,208.423,3.771,leader,10.635,10.351,follow
557,55.800,follower_02,198.507,3.112,follower_01,9.917,9.188,follow
557,55.800,follower_03,189.240,2.389,follower_02,9.267,8.022,follow
557,55.800,follower_04,180.577,1.742,follower_03,8.662,7.080,follow
558,55.900,leader,219.518,4.596,,,11.944,leader_state:resuming
558,55.900,follower_01,208.817,3.933,leader,10.702,10.651,follow
558,55.900,follower_02,198.818,3.119,follower_01,9.998,9.200,follow
558,55.900,follower_03,189.488,2.478,follower_02,9.331,8.160,follow
558,55.900,follower_04,180.752,1.749,follower_03,8.735,7.089,follow
559,56.000,leader,219.986,4.680,,,12.114,leader_state:resuming
559,56.000,follower_01,209.209,3.924,leader,10.777,10.635,follow
559,56.000,follower_02,199.141,3.221,follower_01,10.069,9.373,follow
559,56.000,follower_03,189.739,2.513,follower_02,9.402,8.215,follow
559,56.000,follower_04,180.938,1.858,follower_03,8.801,7.242,follow
560,56.100,leader,220.460,4.735,,,12.227,leader_state:resuming
560,56.100,follower_01,209.613,4.038,leader,10.847,10.849,brake (too close to leader)
560,56.100,follower_02,199.476,3.355,follower_01,10.137,9.605,follow
560,56.100,follower_03,189.999,2.602,follower_02,9.477,8.354,follow
560,56.100,follower_04,181.127,1.891,follower_03,8.872,7.289,follow
561,56.200,leader,220.941,4.808,,,12.377,leader_state:resuming
561,56.200,follower_01,210.004,3.913,leader,10.936,10.614,follow
561,56.200,follower_02,199.813,3.370,follower_01,10.191,9.632,follow
561,56.200,follower_03,190.267,2.679,follower_02,9.546,8.477,follow
561,56.200,follower_04,181.330,2.026,follower_03,8.937,7.481,follow
562,56.300,leader,221.429,4.886,,,12.538,leader_state:resuming
562,56.300,follower_01,210.413,4.091,leader,11.016,10.951,follow
562,56.300,follower_02,200.156,3.430,follower_01,10.257,9.737,follow
562,56.300,follower_03,190.535,2.682,follower_02,9.621,8.482,follow
562,56.300,follower_04,181.542,2.123,follower_03,8.993,7.623,follow
563,56.400,leader,221.923,4.940,,,12.651,leader_state:resuming
563,56.400,follower_01,210.849,4.360,leader,11.074,11.473,brake (too close to leader)
563,56.400,follower_02,200.507,3.514,follower_01,10.342,9.886,follow
563,56.400,follower_03,190.819,2.840,follower_02,9.688,8.735,follow
563,56.400,follower_04,181.749,2.072,follower_03,9.070,7.549,follow
564,56.500,leader,222.418,4.952,,,12.676,leader_state:resuming
564,56.500,follower_01,211.272,4.225,leader,11.147,11.209,brake (too close to leader)
564,56.500,follower_02,200.871,3.638,follower_01,10.401,10.109,follow
564,56.500,follower_03,191.106,2.873,follower_02,9.765,8.790,follow
564,56.500,follower_04,181.967,2.182,follower_03,9.139,7.710,follow
565,56.600,leader,222.916,4.976,,,12.727,leader_state:resuming
565,56.600,follower_01,211.681,4.095,leader,11.235,10.957,follow
565,56.600,follower_02,201.242,3.704,follower_01,10.440,10.228,follow
565,56.600,follower_03,191.401,2.942,follower_02,9.841,8.904,follow
565,56.600,follower_04,182.193,2.260,follower_03,9.207,7.828,follow
566,56.700,leader,223.412,4.957,,,12.687,leader_state:resuming
566,56.700,follower_01,212.117,4.353,leader,11.295,11.459,brake (too close to leader)
566,56.700,follower_02,201.609,3.673,follower_01,10.508,10.173,follow
566,56.700,follower_03,191.712,3.110,follower_02,9.897,9.185,follow
566,56.700,follower_04,182.431,2.373,follower_03,9.281,7.999,follow
567,56.800,leader,223.910,4.981,,,12.738,leader_state:resuming
567,56.800,follower_01,212.538,4.219,leader,11.371,11.196,follow
567,56.800,follower_02,201.985,3.759,follower_01,10.554,10.328,follow
567,56.800,follower_03,192.016,3.045,follower_02,9.969,9.075,follow
567,56.800,follower_04,182.676,2.457,follower_03,9.340,8.128,follow
568,56.900,leader,224.406,4.967,,,12.708,leader_state:resuming
568,56.900,follower_01,212.988,4.494,leader,11.419,11.739,brake (too close to leader)
568,56.900,follower_02,202.356,3.716,follower_01,10.631,10.250,follow
568,56.900,follower_03,192.330,3.142,follower_02,10.026,9.239,follow
568,56.900,follower_04,182.929,2.530,follower_03,9.401,8.242,follow
569,57.000,leader,224.902,4.956,,,12.685,leader_state:resuming
569,57.000,follower_01,213.423,4.355,leader,11.479,11.463,follow
569,57.000,follower_02,202.747,3.904,follower_01,10.677,10.597,follow
569,57.000,follower_03,192.649,3.188,follower_02,10.098,9.318,follow
